model,prompt,project,run,requests,total_runtime_sec,avg_runtime_sec_per_request,source_file
deepseek-v4-flash,prompt2_scale,mule,3,178,180.83089999999999,1.0159039325842696,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/mule_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,mule,4,178,184.8532,1.0385011235955055,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/mule_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,mule,5,178,178.74949999999998,1.0042106741573034,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/mule_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,mulestudio,1,147,146.8156,0.9987455782312924,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/mulestudio_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,mulestudio,2,147,146.67219999999998,0.9977700680272107,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/mulestudio_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,mulestudio,3,147,149.69919999999996,1.0183619047619046,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/mulestudio_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,mulestudio,4,147,145.50439999999998,0.9898258503401359,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/mulestudio_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,mulestudio,5,147,137.2038,0.9333591836734694,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/mulestudio_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,springxd,1,706,752.2524999999999,1.0655134560906514,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/springxd_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,springxd,2,706,802.0764,1.136085552407932,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/springxd_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,springxd,3,706,784.3404,1.1109637393767706,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/springxd_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,springxd,4,706,766.7032,1.0859818696883854,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/springxd_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,springxd,5,706,774.3626999999999,1.0968310198300282,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/springxd_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,talenddataquality,1,277,287.6119,1.038310108303249,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/talenddataquality_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,talenddataquality,2,277,298.4313,1.0773693140794225,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/talenddataquality_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,talenddataquality,3,277,299.7776,1.0822296028880867,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/talenddataquality_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,talenddataquality,4,277,303.87739999999997,1.0970303249097473,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/talenddataquality_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,talenddataquality,5,277,289.08840000000004,1.0436404332129965,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/talenddataquality_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,talendesb,1,174,182.0702,1.046380459770115,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/talendesb_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,talendesb,2,174,183.7145,1.055830459770115,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/talendesb_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,talendesb,3,174,188.1727,1.0814522988505746,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/talendesb_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,talendesb,4,174,178.7416,1.0272505747126437,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/talendesb_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,talendesb,5,174,182.50960000000003,1.048905747126437,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/talendesb_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,titanium,1,451,466.163,1.033620842572062,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/titanium_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,titanium,2,451,465.44450000000006,1.032027716186253,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/titanium_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,titanium,3,451,472.23339999999996,1.047080709534368,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/titanium_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,titanium,4,451,493.3891,1.0939891352549889,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/titanium_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,titanium,5,451,468.19820000000004,1.0381334811529934,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/titanium_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,usergrid,1,97,100.2518,1.0335237113402063,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/usergrid_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,usergrid,2,97,100.876,1.039958762886598,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/usergrid_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,usergrid,3,97,98.05969999999999,1.0109247422680412,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/usergrid_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,usergrid,4,97,100.3338,1.0343690721649483,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/usergrid_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,usergrid,5,97,100.39469999999999,1.0349969072164946,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/usergrid_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_count,appceleratorstudio,1,584,571.5731999999999,0.9787212328767122,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/appceleratorstudio_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,appceleratorstudio,2,584,575.0749999999999,0.9847174657534246,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/appceleratorstudio_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,appceleratorstudio,3,584,568.2486,0.9730284246575343,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/appceleratorstudio_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,appceleratorstudio,4,584,560.4737,0.9597152397260275,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/appceleratorstudio_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,appceleratorstudio,5,584,568.0745999999999,0.9727304794520547,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/appceleratorstudio_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,aptanastudio,1,166,164.00150000000002,0.9879608433734941,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/aptanastudio_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,aptanastudio,2,166,162.9647,0.9817150602409638,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/aptanastudio_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,aptanastudio,3,166,161.72220000000002,0.9742301204819278,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/aptanastudio_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,aptanastudio,4,166,160.76960000000003,0.9684915662650604,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/aptanastudio_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,aptanastudio,5,166,160.9484,0.9695686746987952,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/aptanastudio_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,bamboo,1,105,116.57159999999998,1.110205714285714,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/bamboo_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,bamboo,2,105,119.80649999999999,1.1410142857142855,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/bamboo_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,bamboo,3,105,117.2396,1.116567619047619,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/bamboo_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,bamboo,4,105,118.5934,1.1294609523809525,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/bamboo_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,bamboo,5,105,117.40919999999998,1.118182857142857,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/bamboo_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,clover,1,77,74.58379999999998,0.9686207792207789,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/clover_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,clover,2,77,75.7823,0.9841857142857143,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/clover_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,clover,3,77,75.98269999999998,0.9867883116883114,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/clover_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,clover,4,77,73.24559999999998,0.9512415584415582,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/clover_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,clover,5,77,74.96379999999999,0.9735558441558441,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/clover_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,datamanagement,1,934,879.3566,0.9414952890792291,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/datamanagement_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,datamanagement,2,934,886.6069,0.9492579229122056,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/datamanagement_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,datamanagement,3,934,892.303,0.9553565310492506,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/datamanagement_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,datamanagement,4,934,901.2066000000001,0.9648892933618844,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/datamanagement_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,datamanagement,5,934,891.9845,0.9550155246252677,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/datamanagement_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,duracloud,1,134,128.4382,0.9584940298507463,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/duracloud_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,duracloud,2,134,128.0083,0.9552858208955223,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/duracloud_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,duracloud,3,134,128.96120000000002,0.9623970149253733,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/duracloud_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,duracloud,4,134,131.9189,0.9844694029850747,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/duracloud_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,duracloud,5,134,125.01180000000001,0.932923880597015,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/duracloud_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,jirasoftware_filtered,1,65,61.4559,0.9454753846153846,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/jirasoftware_filtered_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,jirasoftware_filtered,2,65,62.31269999999999,0.958656923076923,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/jirasoftware_filtered_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,jirasoftware_filtered,3,65,62.4649,0.9609984615384616,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/jirasoftware_filtered_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,jirasoftware_filtered,4,65,61.7746,0.9503784615384615,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/jirasoftware_filtered_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,jirasoftware_filtered,5,65,62.3974,0.9599599999999999,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/jirasoftware_filtered_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,mesos,1,336,338.7822,1.0082803571428571,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/mesos_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,mesos,2,336,336.3386,1.001007738095238,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/mesos_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,mesos,3,336,331.24080000000004,0.9858357142857144,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/mesos_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,mesos,4,336,330.9146,0.984864880952381,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/mesos_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,mesos,5,336,351.94629999999995,1.047459226190476,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/mesos_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,moodle,1,234,225.3601,0.9630773504273504,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/moodle_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,moodle,2,234,225.1245,0.9620705128205129,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/moodle_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,moodle,3,234,226.63869999999997,0.9685414529914529,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/moodle_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,moodle,4,234,231.8829,0.9909525641025642,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/moodle_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,moodle,5,234,224.5595,0.959655982905983,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/moodle_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,mule,1,178,173.0854,0.9723898876404494,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/mule_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,mule,2,178,169.74060000000003,0.9535988764044946,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/mule_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,mule,3,178,177.15839999999997,0.9952719101123594,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/mule_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,mule,4,178,169.743,0.9536123595505618,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/mule_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,mule,5,178,176.3165,0.9905421348314606,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/mule_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,mulestudio,1,147,144.4684,0.9827782312925171,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/mulestudio_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,mulestudio,2,147,146.4685,0.9963843537414966,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/mulestudio_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,mulestudio,3,147,145.3417,0.9887190476190476,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/mulestudio_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,mulestudio,4,147,145.00060000000002,0.9863986394557824,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/mulestudio_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,mulestudio,5,147,139.8149,0.951121768707483,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/mulestudio_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,springxd,1,706,678.733,0.9613781869688385,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/springxd_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,springxd,2,706,683.0089,0.9674347025495751,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/springxd_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,springxd,3,706,677.8217,0.9600873937677054,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/springxd_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,springxd,4,706,687.1331,0.9732763456090652,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/springxd_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,springxd,5,706,694.3425,0.9834879603399433,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/springxd_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,talenddataquality,1,277,270.68100000000004,0.9771877256317691,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/talenddataquality_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,talenddataquality,2,277,268.3435,0.9687490974729243,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/talenddataquality_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,talenddataquality,3,277,269.2622,0.9720657039711191,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/talenddataquality_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,talenddataquality,4,277,271.32370000000003,0.9795079422382672,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/talenddataquality_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,talenddataquality,5,277,280.9517,1.0142660649819495,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/talenddataquality_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,talendesb,1,174,170.06959999999998,0.9774114942528734,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/talendesb_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,talendesb,2,174,172.78990000000005,0.9930454022988509,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/talendesb_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,talendesb,3,174,167.6103,0.9632775862068965,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/talendesb_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,talendesb,4,174,170.626,0.9806091954022988,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/talendesb_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,talendesb,5,174,172.71980000000002,0.9926425287356323,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/talendesb_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,titanium,1,451,453.8828,1.0063920177383592,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/titanium_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,titanium,2,451,461.29830000000004,1.0228343680709535,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/titanium_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,titanium,3,451,454.461,1.0076740576496674,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/titanium_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,titanium,4,451,467.5943,1.0367944567627494,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/titanium_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,titanium,5,451,451.4399,1.0009753880266077,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/titanium_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,usergrid,1,97,95.28540000000001,0.9823237113402062,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/usergrid_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,usergrid,2,97,996.6887,10.275141237113402,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/usergrid_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,usergrid,3,97,96.65790000000001,0.9964731958762888,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/usergrid_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,usergrid,4,97,93.56349999999999,0.9645721649484535,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/usergrid_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt2_count,usergrid,5,97,94.5906,0.975160824742268,../Result/deepseek_v4_flash_prompt2_fewshot_count_v7/usergrid_deepseek_v4_flash_prompt2_fewshot_count_v7.csv
deepseek-v4-flash,prompt3_pairwise,appceleratorstudio,1,584,593.1113,1.0156015410958905,../Result/deepseek_v4_flash_prompt3_pairwise_v7/appceleratorstudio_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,appceleratorstudio,2,584,588.8878,1.0083695205479453,../Result/deepseek_v4_flash_prompt3_pairwise_v7/appceleratorstudio_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,appceleratorstudio,3,584,590.5699999999999,1.01125,../Result/deepseek_v4_flash_prompt3_pairwise_v7/appceleratorstudio_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,appceleratorstudio,4,584,586.8871,1.0049436643835616,../Result/deepseek_v4_flash_prompt3_pairwise_v7/appceleratorstudio_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,appceleratorstudio,5,584,591.9218999999999,1.0135648972602738,../Result/deepseek_v4_flash_prompt3_pairwise_v7/appceleratorstudio_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,aptanastudio,1,166,169.51780000000002,1.0211915662650604,../Result/deepseek_v4_flash_prompt3_pairwise_v7/aptanastudio_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,aptanastudio,2,166,168.94039999999998,1.017713253012048,../Result/deepseek_v4_flash_prompt3_pairwise_v7/aptanastudio_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,aptanastudio,3,166,168.76839999999999,1.016677108433735,../Result/deepseek_v4_flash_prompt3_pairwise_v7/aptanastudio_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,aptanastudio,4,166,166.1807,1.0010885542168675,../Result/deepseek_v4_flash_prompt3_pairwise_v7/aptanastudio_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,aptanastudio,5,166,168.43619999999999,1.0146759036144577,../Result/deepseek_v4_flash_prompt3_pairwise_v7/aptanastudio_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,bamboo,1,105,103.565,0.9863333333333333,../Result/deepseek_v4_flash_prompt3_pairwise_v7/bamboo_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,bamboo,2,105,106.81370000000001,1.0172733333333335,../Result/deepseek_v4_flash_prompt3_pairwise_v7/bamboo_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,bamboo,3,105,106.1881,1.0113152380952382,../Result/deepseek_v4_flash_prompt3_pairwise_v7/bamboo_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,bamboo,4,105,110.4491,1.0518961904761905,../Result/deepseek_v4_flash_prompt3_pairwise_v7/bamboo_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,bamboo,5,105,105.80990000000001,1.0077133333333335,../Result/deepseek_v4_flash_prompt3_pairwise_v7/bamboo_deepseek_v4_flash_prompt3_pairwise_v7.csv
deepseek-v4-flash,prompt3_pairwise,clover,1,77,77.4626,1.0060077922077921,../Result/deepseek_v4_flash_prompt3_pairwise_v7/clover_deepseek_v4_flash_prompt3_pairwise_v7.csv
