model,prompt,project,run,metric,value,n_total_rows,n_valid_rows,source_file
deepseek-v4-flash,prompt1_zeroshot,usergrid,4,rmse,3.1344444911405334,97,97,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/usergrid_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,usergrid,5,pearson,0.22799755514397524,97,97,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/usergrid_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,usergrid,5,spearman,0.24167489390994315,97,97,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/usergrid_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,usergrid,5,mae,2.216494845360825,97,97,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/usergrid_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt1_zeroshot,usergrid,5,rmse,3.0980539285703044,97,97,../Result/deepseek_v4_flash_prompt1_zeroshot_v7/usergrid_deepseek_v4_flash_prompt1_zeroshot_v7.csv
deepseek-v4-flash,prompt2_scale,appceleratorstudio,1,pearson,0.26071270468816926,584,584,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/appceleratorstudio_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,appceleratorstudio,1,spearman,0.3144829031247185,584,584,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/appceleratorstudio_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,appceleratorstudio,1,mae,5.203767123287672,584,584,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/appceleratorstudio_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,appceleratorstudio,1,rmse,7.753368688989146,584,584,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/appceleratorstudio_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,appceleratorstudio,2,pearson,0.29852783084177104,584,584,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/appceleratorstudio_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,appceleratorstudio,2,spearman,0.34274331328093643,584,584,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/appceleratorstudio_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,appceleratorstudio,2,mae,5.49486301369863,584,584,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/appceleratorstudio_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,appceleratorstudio,2,rmse,8.659957448723327,584,584,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/appceleratorstudio_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,appceleratorstudio,3,pearson,0.2488150747982745,584,584,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/appceleratorstudio_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,appceleratorstudio,3,spearman,0.300824920932135,584,584,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/appceleratorstudio_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,appceleratorstudio,3,mae,4.8938356164383565,584,584,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/appceleratorstudio_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,appceleratorstudio,3,rmse,7.46131576042137,584,584,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/appceleratorstudio_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,appceleratorstudio,4,pearson,0.3190087953280875,584,584,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/appceleratorstudio_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,appceleratorstudio,4,spearman,0.3654603255238184,584,584,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/appceleratorstudio_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,appceleratorstudio,4,mae,4.8938356164383565,584,584,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/appceleratorstudio_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,appceleratorstudio,4,rmse,7.561392565807345,584,584,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/appceleratorstudio_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,appceleratorstudio,5,pearson,0.30586616597303906,584,584,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/appceleratorstudio_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,appceleratorstudio,5,spearman,0.3503914568144304,584,584,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/appceleratorstudio_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,appceleratorstudio,5,mae,5.166095890410959,584,584,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/appceleratorstudio_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,appceleratorstudio,5,rmse,7.5852461333901084,584,584,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/appceleratorstudio_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,aptanastudio,1,pearson,0.3861625450317206,166,166,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/aptanastudio_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,aptanastudio,1,spearman,0.35988684029018164,166,166,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/aptanastudio_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,aptanastudio,1,mae,4.325301204819277,166,166,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/aptanastudio_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,aptanastudio,1,rmse,6.819532542365756,166,166,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/aptanastudio_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,aptanastudio,2,pearson,0.2410270011572389,166,166,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/aptanastudio_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,aptanastudio,2,spearman,0.31288729138924604,166,166,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/aptanastudio_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,aptanastudio,2,mae,4.427710843373494,166,166,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/aptanastudio_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,aptanastudio,2,rmse,6.898140136978778,166,166,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/aptanastudio_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,aptanastudio,3,pearson,0.3394928681469293,166,166,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/aptanastudio_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,aptanastudio,3,spearman,0.4007927401561013,166,166,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/aptanastudio_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,aptanastudio,3,mae,4.13855421686747,166,166,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/aptanastudio_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,aptanastudio,3,rmse,6.144347975838671,166,166,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/aptanastudio_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,aptanastudio,4,pearson,0.3865057992254672,166,166,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/aptanastudio_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,aptanastudio,4,spearman,0.41941784510823327,166,166,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/aptanastudio_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,aptanastudio,4,mae,4.168674698795181,166,166,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/aptanastudio_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,aptanastudio,4,rmse,6.282505831121233,166,166,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/aptanastudio_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,aptanastudio,5,pearson,0.21237434674468947,166,166,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/aptanastudio_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,aptanastudio,5,spearman,0.2947501199196341,166,166,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/aptanastudio_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,aptanastudio,5,mae,4.9879518072289155,166,166,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/aptanastudio_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,aptanastudio,5,rmse,7.6363114795068565,166,166,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/aptanastudio_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,bamboo,1,pearson,0.2722747942577288,105,105,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/bamboo_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,bamboo,1,spearman,0.34745575561481623,105,105,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/bamboo_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,bamboo,1,mae,2.657142857142857,105,105,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/bamboo_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,bamboo,1,rmse,4.099941927579439,105,105,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/bamboo_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,bamboo,2,pearson,0.3959145449040712,105,105,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/bamboo_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,bamboo,2,spearman,0.33378935652094993,105,105,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/bamboo_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,bamboo,2,mae,3.0761904761904764,105,105,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/bamboo_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,bamboo,2,rmse,4.68736904578982,105,105,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/bamboo_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,bamboo,3,pearson,0.430490098787729,105,105,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/bamboo_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,bamboo,3,spearman,0.46704021963425724,105,105,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/bamboo_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,bamboo,3,mae,2.4857142857142858,105,105,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/bamboo_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,bamboo,3,rmse,3.3452169123206628,105,105,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/bamboo_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,bamboo,4,pearson,0.2368043944817771,105,105,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/bamboo_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,bamboo,4,spearman,0.3112907281388404,105,105,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/bamboo_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,bamboo,4,mae,2.5904761904761906,105,105,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/bamboo_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,bamboo,4,rmse,4.016632088371218,105,105,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/bamboo_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,bamboo,5,pearson,0.3720327231323289,105,105,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/bamboo_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,bamboo,5,spearman,0.45348231417337137,105,105,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/bamboo_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,bamboo,5,mae,2.419047619047619,105,105,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/bamboo_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,bamboo,5,rmse,3.6903993847614407,105,105,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/bamboo_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,clover,1,pearson,0.7036292376211335,77,77,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/clover_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,clover,1,spearman,0.658486549347226,77,77,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/clover_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,clover,1,mae,4.311688311688312,77,77,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/clover_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,clover,1,rmse,6.318392036117886,77,77,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/clover_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,clover,2,pearson,0.5200053111169093,77,77,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/clover_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,clover,2,spearman,0.6812107954507086,77,77,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/clover_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,clover,2,mae,5.0,77,77,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/clover_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,clover,2,rmse,7.319250547113999,77,77,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/clover_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,clover,3,pearson,0.5123306958011785,77,77,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/clover_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,clover,3,spearman,0.6043784687728831,77,77,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/clover_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,clover,3,mae,4.623376623376624,77,77,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/clover_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,clover,3,rmse,7.2165034523598806,77,77,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/clover_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,clover,4,pearson,0.5821246159781767,77,77,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/clover_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,clover,4,spearman,0.616656746224293,77,77,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/clover_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,clover,4,mae,4.623376623376624,77,77,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/clover_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,clover,4,rmse,6.920701113045115,77,77,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/clover_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,clover,5,pearson,0.6635325824736331,77,77,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/clover_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,clover,5,spearman,0.7033329772919689,77,77,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/clover_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,clover,5,mae,4.7272727272727275,77,77,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/clover_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,clover,5,rmse,6.582148230226612,77,77,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/clover_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,datamanagement,1,pearson,0.3633225211210469,934,934,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/datamanagement_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,datamanagement,1,spearman,0.4115853227650032,934,934,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/datamanagement_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,datamanagement,1,mae,9.5203426124197,934,934,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/datamanagement_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,datamanagement,1,rmse,16.83532790071596,934,934,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/datamanagement_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,datamanagement,2,pearson,0.41052277936025267,934,934,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/datamanagement_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,datamanagement,2,spearman,0.40225757205588003,934,934,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/datamanagement_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,datamanagement,2,mae,8.961456102783727,934,934,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/datamanagement_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,datamanagement,2,rmse,15.328382653599192,934,934,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/datamanagement_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,datamanagement,3,pearson,0.36737363001906354,934,934,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/datamanagement_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,datamanagement,3,spearman,0.38524657542929935,934,934,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/datamanagement_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,datamanagement,3,mae,9.299785867237688,934,934,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/datamanagement_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,datamanagement,3,rmse,16.27329494846257,934,934,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/datamanagement_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,datamanagement,4,pearson,0.41046130279236986,934,934,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/datamanagement_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,datamanagement,4,spearman,0.3865772330510998,934,934,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/datamanagement_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,datamanagement,4,mae,9.080299785867238,934,934,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/datamanagement_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,datamanagement,4,rmse,15.814807524752487,934,934,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/datamanagement_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,datamanagement,5,pearson,0.43698141918658456,934,934,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/datamanagement_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,datamanagement,5,spearman,0.4091133157964281,934,934,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/datamanagement_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,datamanagement,5,mae,8.942184154175589,934,934,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/datamanagement_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,datamanagement,5,rmse,15.489445187144938,934,934,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/datamanagement_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,duracloud,1,pearson,0.43490517411158397,134,134,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/duracloud_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,duracloud,1,spearman,0.4020332018616977,134,134,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/duracloud_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,duracloud,1,mae,1.9179104477611941,134,134,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/duracloud_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,duracloud,1,rmse,2.5495097567963922,134,134,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/duracloud_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,duracloud,2,pearson,0.4159197628874259,134,134,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/duracloud_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,duracloud,2,spearman,0.49321636728208,134,134,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/duracloud_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,duracloud,2,mae,1.9029850746268657,134,134,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/duracloud_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,duracloud,2,rmse,2.552435184903689,134,134,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/duracloud_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,duracloud,3,pearson,0.39992419617933933,134,134,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/duracloud_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,duracloud,3,spearman,0.510809747207576,134,134,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/duracloud_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,duracloud,3,mae,1.873134328358209,134,134,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/duracloud_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,duracloud,3,rmse,2.610255320044554,134,134,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/duracloud_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,duracloud,4,pearson,0.43285029298989686,134,134,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/duracloud_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,duracloud,4,spearman,0.4414939287834216,134,134,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/duracloud_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,duracloud,4,mae,1.9179104477611941,134,134,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/duracloud_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,duracloud,4,rmse,2.5407132621760007,134,134,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/duracloud_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,duracloud,5,pearson,0.6487878035272734,134,134,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/duracloud_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,duracloud,5,spearman,0.6350970361170823,134,134,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/duracloud_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,duracloud,5,mae,1.8432835820895523,134,134,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/duracloud_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,duracloud,5,rmse,2.463161419620013,134,134,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/duracloud_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
deepseek-v4-flash,prompt2_scale,jirasoftware_filtered,1,pearson,0.44079093748157994,65,65,../Result/deepseek_v4_flash_prompt2_fewshot_scale_v7/jirasoftware_filtered_deepseek_v4_flash_prompt2_fewshot_scale_v7.csv
