issue_key,title,description,true_story_points,predicted_story_points,model_used,response_time,reasoning,retry_count,prediction_error,within_1_point,within_2_points,timestamp
JSW-7874,"ADG GH: Resizable Detail View - For this story, Plan Mode only - Idea is that we have a draggable left side for when people need more space, similar to other products (e.g. Confluence). - This drag would be remembered per client (local storage) in terms of percentage of window size - Consider what happens when DV is dragged too far - do other columns collapse or resize - Consider whether we do two-line issue representation for backlog column Testing notes below",,5,8.0,gemini,10.29097580909729,Story Points: 8,,3.0,False,False,2025-09-03T01:49:52.495714
JSW-7876,"Enable GH on OD instances from the Create Project dialog COS The user will go through these steps: Click to create a project Select Scrum Kanban If GreenHopper is NOT installed, display an installation message tailored to the type of instance (BTF OD) For OnDemand, click a link to go to MAC and get the license Once license is purchased, go to welcome page for GH with create project dialog open and scrum kanban selected If user cancels, return to previous page (can create project dialog be open?) Add analytics events for every step as much as possible This should use the existing API as provided by the Internal Systems team (meaning we need to open a new page with MAC and they ll need to log in). Copy to be provided. Note to self: make sure to include a warning that you need to be the account owner to enable it. Also that the trial only works if you haven t installed GH before (otherwise you ll be charged). Copy: https: extranet.atlassian.com display GHDEV GHS-7876 OD Create Project Seq...",,3,8.0,gemini,11.592949151992798,Story Points: 8,,5.0,False,False,2025-09-03T01:49:52.495716
JSW-7983,"Edit startDate of a fixVersion in JIRA As Patrick, I want to be able to edit startDate for a fixVersion in JIRA so that the experience between GH and JIRA is consistent and not confusing. h4. Approach for JIRA 6.0 JIRA code base: Modify JIRA s version table to include a start date column Make the above schema change on JIRA 5.2.x branch so that downgrades continue to work. Augment the RESTful table in JIRA s Project Admin page for Versions to show this start date and allow editing of it Augment the REST representation of versions to include start date Add the start date field to the JIRA API for a Version object GH code base: Make GH aware of the capability of storing start date in either JIRA or GH, depending on the JIRA version. Migrate data stored in GH for start date to JIRA storage if available. (!) Development Notes (!) Q: How will adding a startDate to a previously released version affect the issues that apply to it? A: ( ) If a previously released version has a release date, th...",,8,13.0,gemini,12.594001293182373,Story Points: 13,,5.0,False,False,2025-09-03T01:49:52.495717
JSW-8014,"Display a trendline for version chart As Patrick, I want to see a trendline on the version chart so I can understand how the projection works. A C: display the trendline connecting projection to start of the version if some stories have been removed from the version after they have been completed, then the line won t match the projection and that s fine. Otherwise the trendline is a straight line.",,2,1.0,gemini,20.069119930267334,"**Analysis Framework:**

*   **What is the core functionality being implemented?** The core functionality is to visually represent a trendline on an existing version chart. This trendline should connect the ""projection"" point to the ""start of the version"" point. The acceptance criteria explicitly state it should be a straight line, and it's acceptable if it doesn't perfectly match the projection in specific scenarios (e.g., stories removed), which simplifies the underlying calculation logic for the line itself.
*   **How many different components/systems need to be modified?** Primarily, the existing frontend charting component responsible for rendering the version chart will need modifications. This involves identifying the necessary data points (start of version, projection), and using the charting library's API to draw and style a new line element. Backend changes are unlikely unless the ""projection"" or ""start of version"" data needs to be calculated or provided differently, which is not indicated in the description.
*   **What is the testing complexity?** Testing will involve visual verification of the trendline's presence, correct positioning, and styling across different browsers and resolutions. It will also require testing various data scenarios, such as when there are no stories, when the start and projection points are the same, or when the data implies the ""removed stories"" scenario (though the AC says it's fine if it doesn't match). This involves ensuring the data points are correctly interpreted and the line is drawn accurately.
*   **Are there any integration challenges or dependencies?** The main dependency is on the existing charting library and its capabilities for drawing lines and accessing underlying data points. There are no indications of external system integrations.
*   **What is the documentation and deployment effort?** Documentation might involve updating internal developer documentation for the chart component. Deployment would follow standard frontend deployment procedures.

**Estimation Rationale:**

The task involves adding a new graphical element to an existing chart. It's more than a simple text change or minor UI tweak. It requires understanding the chart's data structure to correctly identify the ""start of version"" and ""projection"" points, then using the charting library's API to draw a line between them and apply appropriate styling.

While the calculation for the line itself is simplified (it's always a straight line between two specified points), the effort lies in:
1.  Investigation: Locating and understanding how to extract the precise coordinates/data points for ""start of version"" and ""projection"" from the chart's data model.
2.  Implementation: Using the charting library's specific methods to render a line, potentially involving coordinate transformations.
3.  Styling: Ensuring the trendline's appearance (color, thickness, line style) meets requirements.
4.  Testing: Thorough visual testing and edge-case testing to ensure the line is accurate and robust.

This is more complex than a 2-3 point ""simple task"" like adding a button. It involves more data mapping and precise visual rendering within a specific component, which can often be fiddly. It does not appear to involve ""multiple components"" in an architectural sense, but the ""moderate complexity"" aspect of a 5-point task is applicable due to the specific nature of charting implementations and the need for visual accuracy. Considering the complete scope (dev, testing for accuracy, potential cross-browser quirks), a conservative estimate leaning towards the lower end of ""medium"" seems appropriate.

**Story Points: 5**",,1.0,True,True,2025-09-03T01:49:52.495719
JSW-8022,Adjust the shading for epic version report Use the same shades as Jay indicated in Sexy charts doc: https: extranet.atlassian.com display GHDEV GHS-7825 Sexy Chart don t display the lines on the edge of the projection,,2,2.0,gemini,6.8597400188446045,Story Points: 2,,0.0,True,True,2025-09-03T01:49:52.495720
JSW-8023,"Use the startDate in version report calculations include the startDate for calculations in Version Report - both in the description on the top as well as on the timeline (i.e. timeline starts on the startDate) versions without startDate use the previous calculations if some stories were completed before the startDate, the completed line is adjusted at start, but are not included in the trendline calculations, nor do we display time before startDate. Notes: - we might not be happy with the result and it may end up with the code staying on a branch extra stories being created to improve it",,2,8.0,gemini,9.366348028182983,Story Points: 8,,6.0,False,False,2025-09-03T01:49:52.495721
JSW-8053,"As a user I want to be able to see the Epic Name as a column in Issue Navigator searches Currently, using the Epic Link column only shows the epic s issue key.",,2,5.0,gemini,7.4268529415130615,Story Points: 5,,3.0,False,False,2025-09-03T01:49:52.495723
JSW-8137,"Update the open close epic versions panel(s) COS: Went through some variations on design before Martin suggested a 2-story-point fix for the story that is a slight deviation from the current design, but that a) pulls in hover-X to close version or epic panel b) when a panel is open, there is no left-side sideways text",,5,2.0,gemini,7.198387861251831,2,,3.0,False,False,2025-09-03T01:49:52.495724
JSW-8164,Promote Release Planning out of labs COS: Remove the advertisement from Getting Started page Remove labs flags in code,,1,3.0,gemini,16.62659192085266,Story Points: 3,,2.0,False,True,2025-09-03T01:49:52.495725
JSW-8408,"Excel export - plan mode As Patrick, I want to be able to export selected stories to excel straight from GreenHopper so I can easily manipulate them the way I want. Notes: - this should use JIRA s Export to Excel feature, and respect its configuration - it should be available from the context menu",,3,1.0,gemini,18.04395294189453,"**ANALYSIS FRAMEWORK:**

*   **What is the core functionality being implemented?**
    The core functionality is to enable users to export a selection of stories from GreenHopper's (JIRA Agile's) plan mode to an Excel file. This export must leverage JIRA's existing ""Export to Excel"" feature and respect its configuration, and be accessible via a context menu.

*   **How many different components/systems need to be modified?**
    1.  **GreenHopper UI (Frontend):** Changes are needed to add a new item to the context menu in the plan mode. This also requires logic to correctly identify and collect the currently selected stories.
    2.  **JIRA Core Integration (Backend):** The solution needs to interface with JIRA's existing ""Export to Excel"" functionality. This likely involves calling an existing JIRA API or backend service, passing the selected story IDs and ensuring JIRA's export configuration is respected.
    3.  **Potential Backend Logic (GreenHopper/JIRA interaction):** A small amount of backend glue code might be necessary to bridge the GreenHopper frontend request with the JIRA core export mechanism, especially for handling the collection of selected stories and preparing them for the export API.

*   **What is the testing complexity?**
    Testing complexity is moderate. It will involve:
    *   **Unit/Integration Tests:** For the new UI components and any custom backend logic.
    *   **Functional Testing:** Verifying the context menu appears correctly, selecting single/multiple/no stories, ensuring the correct stories are exported, and checking that JIRA's export configuration (e.g., custom fields, column order) is respected in the generated Excel file.
    *   **Edge Cases:** Testing with a very large number of selected stories, various story types, and different JIRA project configurations.
    *   **Browser Compatibility:** Ensuring the UI works across supported browsers.

*   **Are there any integration challenges or dependencies?**
    The primary challenge is integrating with GreenHopper's specific frontend framework and its mechanisms for handling selections and context menus, which can sometimes be less straightforward than standard JIRA plugin development. The dependency on JIRA's existing export feature is a positive, as it avoids re-implementing complex export logic, but requires correctly invoking it with the right parameters.

*   **What is the documentation and deployment effort?**
    *   **Documentation:** Updates to any user guides or internal documentation for the GreenHopper/JIRA Agile product. Release notes would also be required.
    *   **Deployment:** Standard JIRA plugin or application deployment process. Minimal additional effort beyond standard procedures.

---

**Story Point Estimate Justification:**

This task involves multiple components: a UI change (context menu, selection logic), and integration with an existing JIRA backend feature. The explicit note to ""use JIRA's Export to Excel feature"" significantly reduces the scope of work compared to building an export function from scratch, eliminating complex file generation and data formatting.

However, it's not a trivial UI change. Hooking into GreenHopper's specific UI events and state management to correctly identify selected stories and dynamically add a context menu item can introduce moderate technical complexity. The subsequent step of accurately invoking the JIRA export API and ensuring it respects configuration adds another layer of detail and potential for minor issues. Testing multiple scenarios and configurations also contributes to the overall effort.

Based on the guidelines:
*   It's more than a ""simple UI tweak"" (1-3 points) due to the underlying logic and integration.
*   It fits well with ""implementing a feature with multiple components, moderate complexity"" (5 points).
*   It's less than ""complex tasks (e.g., integrating with external systems, complex business logic)"" (8 points), as it leverages an *internal* JIRA feature, and the business logic of the export itself is pre-existing.

Considering the frontend intricacies of GreenHopper combined with the careful integration needed for JIRA's export, this task is a solid medium.

Story Points: 5",,2.0,False,True,2025-09-03T01:49:52.495726
JSW-8450,diagram of GreenHopper data how it all works Suggested by Matt Doar: https: confluence.atlassian.com display GH GreenHopper JIRA Configuration?focusedCommentId 335479270 comment-335479270 e.g. see diagram on this page: https: confluence.atlassian.com display JIRA Configuring Fields and Screens,,3,5.0,gemini,10.644443035125732,5,,2.0,False,True,2025-09-03T01:49:52.495730
JSW-8469,"In order to be able to select report options easily, I want a better control to use When opening a dropdown menu with a large amount of options, the menu doesn t force the page to scroll. CoS: Four reports are affected: Version Report, Sprint Report, Sprint Burndown, Epic Report Control uses auto-complete, single select style No grouping of select options (!) Dev Notes (!) Q: Is the frother case-insensitive? A: yes Q: Does it search on spaces or any single char? A: Spaces no. Any character yes. Q: What happens when an invalid string is typed in? Can we do other actions? A: No Matches message, if you try to submit an invalid value it should revert to the previous selection Q: What happens when you search on closed archived sprints versions? A: same options show up as we had previously Q: Can you search as an anonymous user? A: same options show up as we had previously Q: Is the input XSS-safe? A: yes Q: How long can the input be? A: no limit, if it doesn t match then we revert to the se...",,3,1.0,gemini,18.430238008499146,"**ANALYSIS FRAMEWORK:**

*   **What is the core functionality being implemented?**
    The core functionality is to replace an existing dropdown menu with a more advanced auto-complete, single-select control for selecting report options. This new control must prevent page scrolling when many options are present and provide a better user experience. It needs to handle specific search behaviors (case-insensitive, character-based), display a ""No Matches"" message, revert to a previous selection on invalid input, and be XSS-safe.
*   **How many different components/systems need to be modified?**
    The primary modifications are in the UI/frontend. The new control needs to be implemented (or integrated from a library) and then applied to *four* distinct reports: Version Report, Sprint Report, Sprint Burndown, and Epic Report. Each of these integrations will require careful attention to ensure proper data binding and functionality. While the core control is reusable, its integration into multiple contexts and adherence to specific Q&A requirements for each context adds complexity.
*   **What is the testing complexity?**
    Testing complexity is high. It requires:
    *   Unit testing for the auto-complete control itself (search logic, invalid input handling, XSS safety, input length).
    *   Integration testing for each of the four reports, ensuring the new control correctly interfaces with the existing report logic.
    *   Functional testing for all specified behaviors: auto-complete search (case-insensitivity, character search), ""No Matches,"" reverting to previous selection, behavior with archived sprints/versions, anonymous user access, XSS safety, and handling long input.
    *   Thorough regression testing to ensure no existing report functionality is broken.
*   **Are there any integration challenges or dependencies?**
    The main challenge is integrating the new control into four different existing report UIs, each potentially having its own specific context for fetching and displaying options. Dependencies involve the existing data fetching mechanisms for the report options. Ensuring the new control smoothly replaces the old one without breaking data flow or report generation is key. The detailed Q&A section highlights many edge cases that need to be explicitly handled, increasing the development and testing burden.
*   **What is the documentation and deployment effort?**
    Documentation would likely involve updating any component library documentation or UI guidelines. Deployment would be standard for a frontend application change, but careful staging and release would be needed given the impact on multiple user-facing reports.

**Estimation Justification:**

This task goes beyond a ""simple UI tweak"" (1-3 points). It involves implementing a new UI component with specific, complex behaviors (auto-complete, error handling, XSS safety) and integrating it into *four* different existing reports. This multifaceted integration, coupled with the extensive list of detailed requirements and edge cases (as indicated by the Q&A), makes it a significant undertaking. The testing effort alone for these scenarios across multiple reports will be substantial.

According to the guidelines:
*   ""New features with multiple components are typically 5-8 points."" This involves a new component (the auto-complete control) and integrating it into multiple existing components (the four reports).
*   ""Complex tasks (e.g., integrating with external systems, complex business logic)"" are typically 8 points. While not an external system integration, integrating a complex UI component into four existing, possibly distinct, report UIs with specific behavioral logic (the detailed Q&A requirements count as complex business logic/rules for the control) fits the description of a complex task.

The cumulative effort of developing the robust control, integrating it four times, and thoroughly testing all specified behaviors and edge cases across those four reports pushes this estimate firmly into the ""Complex tasks"" category.

**Story Points: 8**",,2.0,False,True,2025-09-03T01:49:52.495732
JSW-8471,GH updates for JIRA 6.0 ADG changes (mainly Admin nav?) plus Gadgets See https: extranet.atlassian.com display TECHWRITING ADG Changes for JIRA 6.0 Main functionality changes: admin nav? GH docs to be updated: TO DO https: confluence.atlassian.com display GH GreenHopper Administrator 27s Guide (CHILDREN) TO DO https: confluence.atlassian.com display GH GreenHopper Installation and Upgrade Guide TO DO (WILL INHERIT MINOR PAGE CHANGES IN JIRA 6.0) Gadgets - screenshots,,2,1.0,gemini,14.776806831359863,"Based on the analysis framework and estimation guidelines:

*   **What is the core functionality being implemented?** The core functionality involves updating GreenHopper (GH) to conform to JIRA 6.0's new Atlassian Design Guidelines (ADG), specifically for the Admin navigation and Gadgets. This includes not only code changes but also significant documentation updates and screenshot refresh.
*   **How many different components/systems need to be modified?**
    *   GreenHopper's Admin navigation (UI/UX, potentially underlying code).
    *   GreenHopper's Gadgets (UI/UX, potentially code, screenshots).
    *   GreenHopper Administrator's Guide (documentation).
    *   GreenHopper Installation and Upgrade Guide (documentation).
    This indicates changes across multiple, distinct components and deliverables.
*   **What is the testing complexity?** Testing will involve verifying functional correctness of Admin nav and Gadgets within JIRA 6.0, UI/UX consistency, cross-browser compatibility, and ensuring no regressions. Documentation will also require thorough review for accuracy and completeness.
*   **Are there any integration challenges or dependencies?** The primary challenge is understanding and correctly implementing JIRA 6.0's ADG changes within GreenHopper, which acts as an integration point. Any fluidity or incomplete documentation of JIRA 6.0's ADG could increase risk.
*   **What is the documentation and deployment effort?** Documentation is explicitly called out as a significant effort, requiring updates to two major guides and screenshots for gadgets. Deployment would follow standard GH procedures.

**Conclusion:**
This task goes beyond simple UI tweaks (1-3 points) due to the scope, number of affected components, and the explicit, non-trivial documentation updates. It's more than just ""implementing a feature with multiple components"" (5 points) because it requires adapting existing core components to a new platform version's guidelines, which inherently carries more complexity in understanding and integration, plus the substantial documentation effort. While not a ""major architectural change"" for GreenHopper, adapting to JIRA 6.0's new ADG across multiple areas and updating two comprehensive guides makes it lean towards a ""complex task"" involving multiple areas of integration and significant scope beyond just development.

Given the complete scope including development, comprehensive testing, significant documentation updates, and the need to understand JIRA 6.0's ADG changes, a conservative estimate places it beyond a medium task.

Story Points: 8",,1.0,True,True,2025-09-03T01:49:52.495733
JSW-8485,"Change hide nav bar shortcut Currently it s z to cycle between normal, projector and no-nav mode. Let s separate it so z toggles projector mode only (as it used to), and Ctrl Shift F toggles the hide nav bar mode. Rationale: this is consistent with how Confluence does it, and also Google Docs.",,1,5.0,gemini,7.7750022411346436,5,,4.0,False,False,2025-09-03T01:49:52.495734
JSW-8491,Gather information about potential sprint conflicts What we want to get out of it: - 1 for having gh - amount of rapid boards - amount of kanban boards - amount of scrum boards - amount of sprints - amount of issues in scrum boards - amount of issues which belong to multiple sprints - amount of sprints which contain said issues - 1 if this instance had problem,,3,5.0,gemini,12.555995225906372,Story Points: 5,,2.0,False,True,2025-09-03T01:49:52.495735
JSW-8623,Write soke tests to measure UI performance on the plan mode Scenarios to cover: - rerank within the backlog - add to an active sprint - add to an epic - add to a version - render the context menu (both for an issue that s already selected as well as one that s deselected),,2,5.0,gemini,10.952869892120361,5,,3.0,False,False,2025-09-03T01:49:52.495736
JSW-8662,"Assign a story to future sprint As Patrick I want to be able to assign a story to a future sprint so that it s query-able (via sprint id). A C: 1. I am able to create future sprints which I can assign issues to 2. I m able to remove future sprints and the issues are removed from them 3. I m able to move issues between future sprints and out of future sprints and the db is updated accordingly 4. The backlog shows all future sprints, regardless of whether they are empty or not Notes: - as part of this, the necessary DB work to enable future sprints needs to happen (!) Dev Notes (!) h4. Functionality that changes: - Send to Top (from JIRA) - Sprint dragging will not include filtered issues Q: What happens if a sprint becomes orphaned aka all assigned boards are deleted? A: (x) Not Answered Q: What if the sprint s owning board was deleted but it was visible on a second board? A: (x) Not Answered Q: What if a non-visible orphaned sprint was included in the filter of a new board? Is it reass...",,13,13.0,gemini,10.851224184036255,13,,0.0,True,True,2025-09-03T01:49:52.495737
JSW-8665,"Autocomplete for Epic Link in JQL As Patrick, I want to be able to see autocomplete when querying Epic Link in JQL so that it s easy to write queries without making spelling mistakes.",,3,8.0,gemini,12.177249908447266,Story Points: 8,,5.0,False,False,2025-09-03T01:49:52.495739
JSW-8666,"Add an issue to an Epic from JIRA when no other issues have been added to it yet As Patrick, I want to be able to add an issue to an empty epic when in JIRA so that I can fill it in easily. Notes: This can be achieved either via issue operation or always showing the existing issues in epic panel",,1,1.0,gemini,11.978619813919067,"*   **What is the core functionality being implemented?**
    The core functionality is enhancing Jira's issue-to-epic linking mechanism to specifically address the case where an Epic currently has no associated issues. This involves making it easy for a user to link the *first* issue to an empty epic. The proposed solutions involve either adding a new ""issue operation"" or ensuring the ""existing issues in epic panel"" is always visible/functional, even when empty.

*   **How many different components/systems need to be modified?**
    This will likely involve modifications to Jira's front-end (UI components for issue view, epic panel, or action menus) and potentially some backend logic to support the new UI interaction or to handle the specific ""empty epic"" condition. While Jira is a single system, the complexity arises from modifying an existing, mature, and likely complex internal component. It's not adding a completely new module, but an enhancement to an existing one.

*   **What is the testing complexity?**
    Testing will require verifying the new UI interaction, ensuring the link is correctly established in the backend, and that the ""empty epic"" state transition works as expected. Regression testing is crucial to ensure existing issue-to-epic linking functionality is not broken for non-empty epics or other scenarios. Consideration of different user permissions and project configurations adds to the testing scope.

*   **Are there any integration challenges or dependencies?**
    Dependencies are primarily internal to Jira's existing APIs and UI framework. There aren't explicit external system integrations mentioned, but working within Jira's plugin architecture or core codebase requires careful understanding of its internal dependencies to avoid unintended side effects.

*   **What is the documentation and deployment effort?**
    Documentation would likely involve internal developer notes and potentially a minor update to user-facing documentation if the new workflow is significantly different. Deployment would follow standard Jira release procedures.

**Conclusion:**
This task goes beyond a simple UI tweak (1-3 points) as it addresses a specific functional gap within an existing complex system. It requires understanding and modifying both UI and underlying logic related to a core Jira feature. While it's not a major new feature or architectural change (8+ points), it's more involved than a simple button addition. It aligns well with a ""medium task"" involving multiple components (UI, specific state handling, backend interaction for linking) and moderate complexity, especially concerning robust testing to ensure no regressions.

**Story Points:** 5",,0.0,True,True,2025-09-03T01:49:52.495741
JSW-8667,"Allow to set resolution in Simplified Workflow As Patrick, I want to be able to specify which statuses transitions to which trigger the resolution field to be set to done so that my issues have any resolution at all. Solution 1. Allow for a tickbox per status, which makes the global transition to that status set the resolution to Done . 2. Unmapped statuses will also display this information (not necessarily the option to change it) 3. During the conversion to simplified workflow, the user will be presented with the default choice of statuses from the Done column selected for the resolution but should be able to override it before finishing the conversion. Note that this will help people who are migrating as well as ones who have already migrated to simplified workflow. (!) Dev Notes (!) Q: Is this changed in GreenHopper Configuration? A: ( ) Its board specific so its in board configuration. Q: How do we display the valid options as a part of the simplify dialog? A: ( ) With a multi se...",,8,1.0,gemini,12.936800956726074,"**Analysis:**

*   **What is the core functionality being implemented?**
    The core functionality is to enable users to configure which status transitions within a Simplified Workflow should automatically set an issue's `resolution` field to ""Done"". This involves allowing configuration for existing simplified workflows and during the initial conversion process.

*   **How many different components/systems need to be modified?**
    1.  **User Interface (Board Configuration):** A new option (e.g., a tickbox or multi-select) needs to be added to the board configuration settings to allow users to select statuses that trigger resolution.
    2.  **User Interface (Simplified Workflow Conversion Dialog):** The conversion wizard/dialog needs to be updated to present default ""Done"" status selections and allow user overrides.
    3.  **Backend Logic (Workflow Engine):** The underlying workflow engine needs modification to intercept status transitions to the configured statuses and automatically update the `resolution` field. This is a critical and potentially complex change to core logic.
    4.  **Data Persistence:** New configuration data (board-specific status-to-resolution mapping) needs to be stored and retrieved.
    5.  **Simplified Workflow Logic:** Understanding and potentially modifying the existing logic for how simplified workflows are managed, particularly during the conversion process, will be necessary.

*   **What is the testing complexity?**
    High. Testing will involve:
    *   Unit tests for new backend logic.
    *   Integration tests for UI configuration saving/loading.
    *   End-to-end tests for issue transitions (ensuring resolution is correctly set/not set based on configuration).
    *   Testing the Simplified Workflow conversion process with various default and overridden selections.
    *   Regression testing to ensure existing simplified workflow functionality is not broken.
    *   Testing edge cases (e.g., no ""Done"" statuses, all statuses selected, changing configurations mid-workflow).

*   **Are there any integration challenges or dependencies?**
    Yes. This feature deeply integrates with:
    *   Jira's core workflow management system.
    *   GreenHopper/Board configuration components.
    *   The existing Simplified Workflow architecture, which can be complex to understand and modify without side effects. The ""Dev Notes"" already hint at needing to clarify *where* these changes reside.

*   **What is the documentation and deployment effort?**
    *   **Documentation:** User-facing documentation for configuring simplified workflows will need updates.
    *   **Deployment:** Standard software deployment procedures, with careful monitoring due to changes in core workflow behavior.

**Conclusion:**

This is more than a ""medium"" task (5 points) because it involves significant changes across multiple layers: two distinct UI areas, complex backend workflow logic, data persistence, and deep integration with an existing, likely intricate, ""Simplified Workflow"" system. Modifying the core workflow engine and the conversion process itself carries considerable risk and requires thorough understanding and careful implementation. While not a ""major architectural change,"" it certainly falls under ""complex business logic"" and internal system integration. The comprehensive testing required further supports a higher estimate.

**Story Points:** 8",,7.0,False,False,2025-09-03T01:49:52.495742
JSW-8745,"Expose GH defaults as an API Currently other plugins can t access GH defaults such as Epic Issue Type or default custom field ids, and as a result can t do stuff where this is information is needed. Add a new API that exposes this information to be consumable in java",,2,8.0,gemini,10.814693927764893,Story Points: 8,,6.0,False,False,2025-09-03T01:49:52.495743
JSW-8746,GH further ADG updates DONE https: confluence.atlassian.com display GH Configuring a Board PLUS CHILDREN DONE https: confluence.atlassian.com display GH Creating a Board POSTPONE UNTIL JIRA 6.0 https: confluence.atlassian.com display GH GreenHopper Administrator 27s Guide (CHILDREN) POSTPONE UNTIL JIRA 6.0 https: confluence.atlassian.com display GH GreenHopper Installation and Upgrade Guide,,2,1.0,gemini,30.91147804260254,"This backlog item is somewhat ambiguous due to the ""DONE"" and ""POSTPONE"" markers within the description, which typically apply to the status of a story itself rather than its content. However, assuming this item is in the backlog for *current estimation*, we must infer the actionable work.

The core request is ""GH further ADG updates"". ""ADG"" refers to Atlassian Design Guidelines. This implies work to align GreenHopper (Jira Software) either its user interface or its documentation with these guidelines. The subsequent links provide context:
*   ""GH Configuring a Board PLUS CHILDREN DONE"" - Marked as done.
*   ""GH Creating a Board POSTPONE UNTIL JIRA 6.0"" - Explicitly postponed due to a dependency.
*   ""GH GreenHopper Administrator 27s Guide (CHILDREN) POSTPONE UNTIL JIRA 6.0"" - Explicitly postponed due to a dependency.
*   ""GH GreenHopper Installation and Upgrade Guide:"" - No status, implying this part of the work (and potentially other ""further ADG updates"" not explicitly tied to postponed items) is currently actionable.

**ANALYSIS FRAMEWORK:**

*   **What is the core functionality being implemented?**
    *   Applying Atlassian Design Guidelines (ADG) to existing GreenHopper components, likely including documentation (specifically the ""Installation and Upgrade Guide"") and potentially user interface elements not covered by the postponed items. This is a refinement/maintenance task, not a new feature.

*   **How many different components/systems need to be modified?**
    *   If it includes documentation: Multiple pages within the ""Installation and Upgrade Guide"" in Confluence.
    *   If it includes UI: Potentially multiple existing UI components within GreenHopper, excluding those explicitly tied to board creation/admin (which are postponed).

*   **What is the testing complexity?**
    *   For documentation: Review for accuracy, clarity, and strict adherence to ADG. This can be moderately complex due to detail and consistency requirements.
    *   For UI: UI testing for visual consistency, functionality, and regression testing across impacted areas.

*   **Are there any integration challenges or dependencies?**
    *   The ""POSTPONE UNTIL JIRA 6.0"" is a critical dependency, but we assume the estimable work *excludes* these parts. For the remaining work, dependencies would be on the GreenHopper codebase (if UI) or Confluence (if documentation), and access to ADG standards.

*   **What is the documentation and deployment effort?**
    *   For documentation updates: The work *is* documentation. Deployment involves publishing to Confluence.
    *   For UI updates: Standard deployment process for Jira Software. Any user-facing changes might require updates to user guides (beyond just the installation guide).

**Estimation Rationale:**

1.  **Scope:** The general ""further ADG updates"" implies more than a single, trivial change. Even if focusing on the ""Installation and Upgrade Guide,"" updating a technical guide to new design standards is not a simple text edit; it involves review, reformatting, potential screenshot updates, and careful application of guidelines. If it includes *any* UI components, even minor ones not linked to the postponed tasks, it adds to the complexity.
2.  **Complexity:** Applying design guidelines systematically across existing components (be it UI or documentation) requires understanding the guidelines, identifying all affected areas, implementing changes, and thorough review to ensure consistency. This points to moderate complexity.
3.  **Excluding Postponed Work:** We are only estimating the work that *can* be done now. This means excluding ""Creating a Board"" and ""Administrator's Guide"" updates.
4.  **Guidelines Check:**
    *   It's more than ""Very simple tasks"" (1 point).
    *   It's likely more involved than ""Simple tasks"" like adding a button (2-3 points) if it's a general ""further ADG updates"" effort, even if focused on documentation and non-postponed UI.
    *   It aligns well with ""Medium tasks (e.g., implementing a feature with multiple components, moderate complexity)"" at 5 points. While not a ""new feature,"" the idea of moderate complexity and potentially touching ""multiple components"" (different sections of a guide, or multiple minor UI elements) fits.
    *   It's clearly not ""Complex"" (8 points) or higher, as it's not a major integration or architectural change.

Considering the need to apply design guidelines consistently across what could be several existing (non-postponed) areas of GreenHopper or its extensive documentation, and the inherent moderate complexity of such an effort, 5 points is a reasonable estimate.

Story Points: 5",,1.0,True,True,2025-09-03T01:49:52.495744
JSW-8942,"Flagging on stories as swimlanes in work mode This needs to cover wallboards too. CoS: Right click context menu should be available for parent issue swimlane The menu only contains one option which is to Add or Remove Flag (depending on state) Menu is only opened when right-clicking not on a control inside the swimlane (i.e. not on the issue key, not on the transition , not on the twixie) The option should be available via Cog menu (already present) Flagged state needs to be visible in Wallboard Gadget (!) Dev Notes (!) Q: What if the JQL swimlane is defined as a single issue? A: You can t flag it Q: Does it work if the swimlane is collapsed expanded? A: It still appears as flagged and you can still flag it. Q: Does it work in all supported browsers? A: yes",,2,8.0,gemini,8.596097946166992,Story Points: 8,,6.0,False,False,2025-09-03T01:49:52.495746
